ID,PH1,P1,K1,Ca1,Mg1,Na1,S1,Cu1,Zn1,Bases1,CEC1,OM1,NITR1,AMMON1,PH2,P2,K2,Ca2,Mg2,Na2,S2,Cu2,Zn2,Bases2,CEC2,OM2,CCNIT2,CCCarb2,CN_RATIO2,TOTNIT2,WeedBio2,CCBio2,NITR2,AMMON2,PH3,P3,K3,Ca3,Mg3,Na3,S3,Cu3,Zn3,Bases3,CEC3,OM3,NITR3,AMMON3,LOCATION,GDD_cum,VARIETY,YIELD_OBS,PYIELD_MODEL,VIGOR1,VIGOR2,NDVI_A,NDVI_B,MUSYM
4419,8.14,49.65,587.29,6842.38,791.55,33.88,11.61,7.69,2.3,42.4,16.34,3.67,1.38,0.86,8.1,40.5,444.75,4921.66,713.63,23.08,8.15,5.43,2.08,31.74,20.79,2.9,3.53,38.94,11.03,53.22,430.57,1507.01,0.3,0.49,8,47.15,678.54,5458.23,784.52,18.8,2.41,5.31,2.2,35.59,21.42,3.2,1.67,0.44,BenHur,7714.5,CL151,9.091352923,8.661125125,4,3,0.832,0.864,CmA
4420,7.92,95.05,593.85,5217.09,890.58,40.9,10.84,8.31,2.36,35.14,15.58,3.29,1.16,0.6,8.01,43.53,391.12,3978.23,781.19,24.8,6.05,5.71,2.03,27.46,20.49,2.75,2.8,63.1,22.54,18.08,0,645.86,0.2,0.43,7.7,49.6,563.37,4711.22,920.48,5.64,1.83,5.76,2.12,32.63,20.85,2.9,1.57,0.46,BenHur,7714.5,CL272,6.982952712,6.645721796,4,4,0.8,0.806,CmA
4421,7.6,96.26,567.86,4600.56,1087.82,40.16,11.24,7.29,2.81,33.62,16.59,3.79,0.99,0.65,7.72,76.51,449.77,3702.52,848.98,26.51,6.05,4.84,2.72,26.79,21.47,3.24,1.55,41.49,26.72,10.03,0,645.86,0.3,0.63,7.47,77.54,664.69,4370.48,1062.46,0.4,2.84,5.06,3.39,32.33,21.33,3.1,1.88,0.38,BenHur,7714.5,JUPITER,7.912224541,7.529832329,5,5,0.81,0.914,CmA
4422,7.96,85.69,664.4,4851.45,1036.81,39.85,13.22,6.9,2.29,34.7,16.15,3.58,1.79,1.39,8.07,75.45,485.47,4217.86,778.18,24.24,6.43,4.98,2.38,28.87,20.93,2.96,3.66,40.71,11.11,15.77,215.29,430.57,0.23,0.39,7.83,63.02,753.16,5766.9,968.72,9.41,5.91,4.61,2.1,38.81,20.79,2.9,2.14,0.45,BenHur,7714.5,CLXL745,10.58122103,10.59141729,3,3,0.475,0.702,CmA
4423,8.05,124.36,542.85,4794.37,894.59,43.1,13.12,6.37,2.26,32.94,15.5,3.25,1.08,0.62,7.96,71.51,454.95,4216.25,740.72,19.8,6,4.62,2.17,28.45,20.87,2.94,1.6,41.61,26.05,24.07,0,1507.01,0.1,0.47,7.95,90.71,634.46,4865.11,911.62,9.25,1.89,4.95,2.23,33.52,20.38,2.7,1.57,0.2,BenHur,7714.5,XL753,10.67893086,11.00293266,3,3,0.397,0.773,CmA
4424,7.99,84.67,527.06,5043.87,898.11,40.14,11.09,6.61,2.07,34.16,15.5,3.25,1.1,0.73,8.04,63.15,478.29,4066.77,754.2,24.83,7.11,4.81,2.3,27.9,21.44,3.22,3.92,41.29,10.55,59,430.57,1507.01,0.2,0.35,7.84,70.76,709.35,4727.86,931.35,10.1,4.4,4.85,2.29,33.19,21.72,3.4,2.4,0.46,BenHur,7714.5,MERMENTAU,8.654433996,7.982961054,4,4,0.416,0.788,CmA
4425,7.97,77.91,603.78,4963.83,959.9,35.3,10.3,6.97,2.48,34.45,16.5,3.75,1.97,0.91,8.01,52.89,457.91,4604.42,815.03,25.29,7.17,5.05,2.22,31.04,21.63,3.32,0.81,16.18,20.08,6.94,0,861.15,0.26,0.52,7.85,57.36,644.24,4712.41,939.38,14.13,1.79,4.85,2.19,33.03,21.2,3.1,1.61,0.28,BenHur,7714.5,CL271,6.434214022,5.65359173,2,0,0.514,0.762,CmA
4426,7.89,23.79,150.21,5127.9,424.38,213.93,37.81,1.81,1.69,30.46,12.78,1.9,2.17,0.29,8.27,24.59,151.8,4766.35,397.46,88.38,18.98,2.02,1.6,27.89,11.83,1.41,2.5,71.4,28.56,43.06,215.29,1722.34,0.51,0.29,7.94,24.76,153.49,5424.91,409.62,40.37,17.24,1.96,1.7,31.08,11.75,1.37,1.15,0.29,BenHur,7714.5,CL111,8.377219479,7.223979212,4,4,0.644,0.793,CmA
4427,7.84,27.71,126.57,5324.48,351.83,80.49,23.51,1.89,1.82,30.2,12.21,1.6,1.98,0.26,7.93,29.06,178.96,4567.03,339.66,34.73,13.18,1.97,1.93,26.25,12.53,1.77,1.3,34.3,26.38,8.4,0,645.86,0.59,0.34,7.96,29.1,172.61,5043.42,326.88,22.99,14.47,1.96,1.92,28.46,12.18,1.59,1.4,0.17,BenHur,7714.5,CL153,8.908607157,8.125449879,4,4,0.703,0.794,CmA
4428,7.75,23.4,118.59,5573.89,508.03,833.93,56.5,1.69,1.67,36,11.91,1.5,2.55,0.26,8.04,21.82,149.63,5387.92,532.55,338.09,41.28,1.66,1.56,33.19,12.04,1.52,2.6,70.6,27.15,33.59,215.29,1291.75,0.72,0.23,8.28,21.04,141.96,5658.02,509.14,87.89,21.26,1.58,1.43,33.24,11.69,1.35,1.81,0.17,BenHur,7714.5,LAH10,9.245593628,9.156321375,5,6,0.635,0.789,CmA
4429,7.9,22.6,183.46,5845.91,539.96,364.8,45.41,1.52,1.44,35.75,12.37,1.7,2.04,0.26,8.34,20.82,160.16,5652.66,461.04,151.53,27.88,1.67,1.57,33.14,12.02,1.51,1.2,42.8,35.67,5.17,430.57,430.57,0.59,0.2,8.04,21.56,150.85,6004.79,488.3,52.35,22.06,1.67,1.58,34.67,12.02,1.51,1.28,0.21,BenHur,7714.5,CLXL745,7.329355737,6.733168168,5,5,0.698,0.797,CmA
4430,7.78,18.68,132.93,6704.31,598.42,488.46,74.34,1.53,1.32,40.93,12.26,1.6,3.69,0.26,8.14,31.21,169.35,7161.09,570.42,149.11,31.21,1.72,1.61,41.6,11.94,1.47,1.3,37.6,28.92,33.58,0,2583.45,0.54,0.17,8.23,17.8,128.52,6994.44,494.05,35.05,23.22,1.46,1.32,39.54,11.53,1.26,1.21,0.38,BenHur,7714.5,CL151,6.702541518,6.47720664,4,5,0.727,0.78,CmA
4431,8.67,18.99,135.66,7892.34,845.06,1158.4,140.68,1.1,1.51,51.83,11.61,1.3,1.83,0.23,8.36,19.69,170.77,7853.44,810.66,345.48,63.58,1.29,1.75,47.91,11.72,1.36,3,91.2,30.4,6.46,215.29,215.3,0.52,0.27,8.56,19.04,133.79,8018.79,702,72.11,24.43,1.11,1.73,46.55,11.31,1.16,0.93,0.28,BenHur,7714.5,LAH10,7.022231595,6.395913674,6,6,0.749,0.824,CmA
4432,8.45,19.75,122.5,8099.14,826.01,566.45,105.85,1.03,1.61,50.1,12.24,1.6,2.58,0.26,8.77,13.89,112.38,7793.87,540.62,87.18,21.59,1.16,1.4,44.1,11.17,1.09,1.6,26,16.25,24.11,0,1507.01,0.54,0.29,8.19,15.72,135.46,8298.22,560.14,20.88,21.01,1.01,1.73,46.56,11.39,1.2,0.65,0.24,BenHur,7714.5,CL153,5.550946302,4.735567065,5,5,0.741,0.806,CmA
4433,8.01,26.69,175.8,4658.68,299.66,46.24,21.6,1.8,1.45,26.42,12.53,1.8,1.44,0.28,8.1,24.45,150.98,4643.5,344.46,65.45,18.36,2.04,1.31,26.73,11.66,1.33,1.9,71.4,37.58,16.36,215.29,861.2,0.59,0.22,7.93,30.96,199.19,5044.26,321.97,22.05,14.99,1.89,1.62,28.49,12.24,1.62,1.95,0.49,BenHur,7714.5,JUPITER,3.273649905,2.821101922,6,6,0.703,0.803,CmA
4434,8.06,23.62,142.64,5288.86,432.56,156.13,29.02,1.59,1.33,31.06,11.96,1.5,2.71,0.25,8.53,20.95,135.81,5183.07,390.32,56.28,16.98,1.79,1.35,29.73,11.91,1.45,1.31,47.5,36.33,14.07,0,1076.44,0.68,0.28,8.01,22.3,119.92,5526.25,396.87,36.7,17.94,1.73,1.68,31.38,11.8,1.4,1.1,0.27,BenHur,7714.5,CL111,5.722286542,5.135868662,4,4,0.755,0.824,CmA
4435,7.71,28.3,128.16,5563.42,441.99,707.44,74.6,1.75,1.56,34.87,12.04,1.5,2.51,0.3,8.06,18.69,149.89,5585.41,462.36,250.98,39.01,1.95,1.3,33.22,11.69,1.35,1.75,43.1,24.59,3.77,1076.44,215.29,0.54,0.19,8.15,23.7,173.48,5720.49,435.39,64.71,20.95,1.76,1.33,32.93,11.96,1.48,1.57,0.31,BenHur,7714.5,CL272,0.351037672,-0.436997647,4,5,0.763,0.829,CmA
4437,7.78,20.71,210.26,5586.58,354.59,158.06,38.76,1.75,1.13,32.09,12.37,1.7,2.09,0.19,8.07,21.59,227.6,5364.22,422.59,236.48,36.67,1.8,1.47,31.92,12.67,1.84,1.82,40,21.92,7.86,215.29,430.57,0.62,0.34,7.86,25.02,175.73,6055.18,373.7,34.66,21.34,1.72,1.4,33.96,12.07,1.54,2.24,0.64,BenHur,7714.5,CL271,2.249009176,0.930469884,4,5,0.763,0.859,CmA
4438,8.02,20.11,124.87,6968.17,526.07,535.5,67.42,1.43,1.07,41.84,11.91,1.5,1.9,0.23,8.15,15.04,116.51,6133.38,451.4,204.28,30.27,1.63,0.87,35.58,11.26,1.13,1.87,36.8,19.69,24.15,0,1291.72,0.42,0.2,8.22,18.76,134.58,7233.92,469.75,66.58,24.07,1.53,1.11,40.69,11.42,1.21,1.06,0.25,BenHur,7714.5,CL152,4.175553128,3.272328102,5,4,0.717,0.817,CmA
4439,8.15,16.62,140.78,7211.91,753.08,1122.22,162.37,1.15,1.12,47.52,11.96,1.5,3.43,0.24,8.69,21.09,151.3,7518.74,653.47,304.15,51.04,1.24,1.2,44.7,11.94,1.47,2.2,69.3,31.5,33.15,215.29,1507.04,0.54,0.18,8.23,14.64,126.06,7435.86,597.53,38,22.93,1.15,1.58,42.61,11.58,1.29,1.18,0.61,BenHur,7714.5,MERMENTAU,3.98561843,3.626244606,5,5,0.78,0.826,CmA
4440,8.44,11.01,104.47,7148.14,714.33,450.23,63.05,1.01,1.36,43.87,11.77,1.4,1.62,0.21,8.23,14.22,130.24,7711.65,612.3,152.02,27.25,1.21,1.51,44.61,11.56,1.28,2.5,67.5,27,10.76,215.29,430.58,0.4,0.19,8.21,15.16,116.22,9013.53,541.93,24.89,23.24,1.67,1.41,49.95,11.96,1.48,1.23,0.3,BenHur,7714.5,XL753,7.42093187,7.055439274,6,6,0.785,0.804,CmA
4442,7.79,22.56,185.04,5078.3,340.31,114.44,25.4,1.89,1.21,29.17,12.75,1.9,2.12,0.25,8.24,22.64,201.89,4503.76,312.17,47.77,16.26,2.04,1.27,25.82,12.34,1.67,2.54,29.2,11.52,32.76,0,1291.72,0.55,0.27,7.78,21.45,176.5,5084.74,326.74,19.07,15.26,2,1.23,28.66,12.18,1.59,1.21,0.28,BenHur,7714.5,MERMENTAU,5.525431729,4.729981754,6,6,0.784,0.839,CmA
4443,7.95,23.67,199.72,4623.43,277.73,28.36,19.11,1.91,2.25,26.05,12.64,1.8,2.11,0.28,8.04,21.39,149.95,4220.5,318.43,83.37,18.42,1.88,1.05,24.48,11.61,1.3,1.33,43.32,32.56,5.73,430.57,430.57,0.53,0.2,7.91,25.16,184.09,5058.94,327.85,25.99,16.25,1.97,1.34,28.59,12.24,1.62,1.72,0.39,BenHur,7714.5,CL272,1.2718859,0.48238397,5,4,0.783,0.84,CmA
4444,8.05,23.77,143.78,5202,378.8,83.23,24.62,1.75,1.16,29.87,12.48,1.7,2.57,0.21,8.44,22.41,120.32,5006.06,390.99,84.77,19.2,2.05,1.14,28.94,11.69,1.35,1.93,39.34,20.35,24.96,0,1291.72,0.52,0.35,7.95,21.08,114.5,5362.72,391.24,75.8,19.55,1.77,1.27,30.67,11.83,1.41,1.78,1.1,BenHur,7714.5,JUPITER,4.171627379,4.741278305,5,4,0.798,0.807,CmA
4445,7.72,21.17,123.22,5805.63,480.4,601.48,57.72,1.74,1.01,35.93,12.32,1.7,3.2,0.21,8.03,18.67,158.97,5391.7,456.1,262.53,34.71,1.67,1.14,32.28,11.8,1.4,1.34,39.65,29.52,5.78,645.86,430.57,0.73,0.34,8.22,22.83,148.14,5367.78,424.91,63.82,20.87,1.66,1.12,31.01,11.53,1.26,1.06,0.43,BenHur,7714.5,LAH10,6.401525564,6.017909806,5,5,0.808,0.843,CmA
4446,7.78,23.24,177.76,5917.94,338.13,108.3,32.92,1.71,1.09,33.31,12.75,1.9,2.29,0.31,8.52,18.96,148.13,4927.43,395.15,71.19,18.29,1.8,0.88,28.59,11.77,1.39,2.45,40.64,16.61,57.93,0,2368.16,0.56,0.22,8.01,22.48,162.6,5886.42,367.58,29.1,19.08,1.9,1.15,33.01,12.18,1.59,1.41,0.32,BenHur,7714.5,CL271,2.344422582,2.623832219,3,3,0.789,0.828,CmA
4447,8.07,15.97,118.97,6408.1,508.01,428.21,53.69,1.39,0.9,38.4,11.91,1.5,2.73,0.17,8.02,14.96,129.69,6079.72,661.91,682.83,76.61,1.42,0.87,39.17,11.83,1.41,2.4,62.8,26.17,15.5,0,645.89,0.72,0.14,8.03,16.31,122.54,6510.96,485.4,46.82,21.84,1.41,0.91,37.08,11.53,1.26,1.11,0.45,BenHur,7714.5,CL151,4.44845786,4.029644409,4,4,0.793,0.85,CmA
4448,8.27,15.24,124,6799.25,569.36,455.83,63.56,1.22,0.92,41,11.94,1.5,2.61,0.24,8.21,9.72,117.54,5334.39,412.18,79.76,16.14,1.27,0.77,30.73,11.58,1.29,2.4,67,27.92,31,645.86,1291.75,0.48,0.54,8.3,16.93,135.86,7080.52,507.87,47.54,21.2,1.29,1.11,40.15,11.61,1.3,0.78,0.34,BenHur,7714.5,CL152,4.548629756,4.419272652,5,6,0.805,0.841,CmA
4450,8.52,12.43,95.39,7573.55,637.77,385.43,61.72,1.06,0.88,45.06,12.13,1.6,1.79,0.2,8.22,17.23,112.96,7765.4,501.57,122.53,27.17,1.19,0.98,43.79,11.42,1.21,1.8,81.2,45.11,7.75,430.57,430.59,0.42,0.41,8.26,13.13,110.43,8427.53,563.48,21.89,21.77,1.04,1.08,47.17,11.64,1.32,0.7,0.27,BenHur,7714.5,CL153,4.595737487,5.194539456,5,5,0.798,0.831,CmA
4451,7.53,77.73,646.68,4393,1043.73,8.81,3.63,5.15,2.41,32.28,21.2,3.1,2.07,0.36,8.17,51.76,476.24,6678.95,968.13,40.28,10.61,4.68,1.72,42.79,18.91,1.96,1.1,41.7,37.91,7.1,0,645.86,0.2,0.38,7.77,97.79,569.26,4771.03,1061.96,20.71,6.27,5.48,2.25,34.18,20.46,2.73,0.55,0.25,BenHur,7714.5,XL753,9.488679736,8.830353823,4,4,0.807,0.878,CmA
4452,7.78,81.84,512.63,4986.47,889.57,7.7,2.38,5.05,2.39,33.63,19.95,2.5,1.8,0.44,8.31,23.87,390.32,7225.17,906.63,42.7,13.25,4.5,1.3,44.8,17.88,1.44,1.8,35.98,19.99,7.75,215.29,430.57,0.2,0.44,8.07,46.85,459.66,5096.52,1019.64,28.85,5.78,5.39,1.91,35.21,19.24,2.12,0.41,0.22,BenHur,7714.5,CL111,5.66159238,5.482742466,4,5,0.802,0.869,CmA
4454,7.93,68.35,600.35,4854.92,1004.87,3.1,3.83,5.24,2.58,34.13,20.19,2.6,1.78,0.44,7.81,85.46,564.99,4626.28,936.53,26.1,8.8,5.49,2.33,32.43,20,2.5,2.7,33.51,12.41,5.81,0,215.29,0.26,0.62,8.01,37.33,447.49,4930.5,988.26,29.99,5.3,5.13,1.56,34.09,19.11,2.05,0.37,0.13,BenHur,7714.5,CLXL745,8.023867791,8.000985537,2,2,0.812,0.858,CmA
4455,7.93,73.23,663.59,4499.65,1018.74,8.67,1.79,5.2,3.5,32.65,20.52,2.8,1.45,0.34,8.12,46,474.53,6383.38,968.77,34.7,11.08,5.1,1.84,41.29,18.78,1.89,1.1,40.29,36.63,28.42,0,2583.45,0.31,0.77,7.87,87.6,568.42,4389.96,1006.68,21.74,6.47,5.41,2.55,31.82,21.25,3.13,0.7,0.38,BenHur,7714.5,JUPITER,4.397742318,3.550155323,4,3,0.799,0.883,CmA
4456,8.02,95.26,537.26,4876.86,858.41,3.62,2.17,5.28,2.43,32.87,19.98,2.5,1.41,0.27,8.24,58.55,484.52,5247.79,887.03,33.36,8.87,4.96,1.93,34.95,18.59,1.79,2.5,35.04,14.02,16.15,0,645.86,0.18,0.62,7.77,89.9,540.87,4797.71,882.66,16.06,7.03,5.21,2.27,32.74,20.19,2.6,0.46,0.26,BenHur,7714.5,CL271,1.488760167,0.296304672,6,6,0.808,0.852,CmA
4458,8.14,105.81,701.07,4559.84,953.57,1.7,1.61,5.67,2.78,32.48,20.27,2.6,0.82,0.66,7.81,59.95,543.34,4589.82,882.21,20.13,8.02,5.78,2.32,31.72,19.92,2.46,1,35.8,35.8,6.46,0,645.86,0.41,0.83,7.86,68.3,485.38,4457.17,886.94,19.15,5.08,5.75,2.12,30.94,19.84,2.42,0.37,0.22,BenHur,7714.5,LAH10,5.754330404,4.621725032,3,4,0.784,0.891,CmA
4459,7.91,92.79,731.3,4739.72,991.41,15.68,3.48,5.07,2.55,33.83,21.42,3.2,1.69,0.33,7.84,74.54,627.25,4775,921.31,24.24,8.29,4.89,2.23,33.2,20.33,2.66,1,40.7,40.7,12.92,0,1291.72,0.46,0.38,8.31,79.65,559.26,5211.71,960.28,26.57,6.63,5.32,2.31,35.54,19.27,2.13,0.6,0.33,BenHur,7714.5,XL753,8.011448568,6.097813574,4,4,0.477,0.718,CmA
4460,7.77,78.98,605.03,4501.64,1041.89,5.99,1.5,5.33,2.56,32.69,20.9,3,1.09,0.41,7.71,65.76,510.38,4455.19,974.06,27.07,7.91,5.18,2.53,31.75,20.6,2.8,2.3,37.3,16.22,14.85,215.29,645.86,0.69,0.33,8.08,77.89,560.55,4546.07,1046.5,17.79,5.5,5.33,2.51,32.89,20.14,2.57,0.74,0.24,BenHur,7714.5,CL111,6.571678432,6.093907776,4,4,0.491,0.767,CmA
4461,7.88,63.53,739.99,4838.05,1001.42,13.07,3.41,5.14,2.38,34.42,21.2,3.1,1.51,0.35,8.1,47.14,554.15,4871.57,964.73,22.65,8.69,5.08,3.29,33.85,20.38,2.69,1.1,38.3,34.82,14.21,0,1291.72,0.52,0.45,7.78,66.62,537.81,4768.42,1011.19,21.01,6.02,5.22,2.19,33.67,20.38,2.69,1.01,0.22,BenHur,7714.5,CLXL745,9.715143153,9.143594964,4,5,0.428,0.773,CmA
4462,7.91,52.04,543.39,5908.84,771.2,13.29,2.53,4.99,2.13,37.37,20.74,2.9,1.32,0.39,8.12,44.6,470.22,6447.89,749.32,24.46,9.24,4.84,2.03,39.74,20.03,2.51,1.1,39.5,35.91,11.84,0,1076.44,0.43,0.41,7.9,41.4,523.79,6565.95,747.04,15.91,7.34,4.51,1.68,40.41,20.06,2.53,0.63,0.28,BenHur,7714.5,CL153,5.26996603,5.005605203,6,7,0.544,0.794,CmA
4463,8,47.15,678.54,5458.23,784.52,18.8,2.41,5.31,2.2,35.59,21.42,3.2,1.67,0.44,7.97,41.77,563.4,6452.93,736.72,23.92,11.71,5.36,2.16,39.9,20.19,2.6,2.3,39.2,17.04,19.81,215.29,861.15,0.65,0.52,7.92,34.81,461.91,5686.26,776.34,22.68,6.1,5.19,1.75,36.13,19.46,2.23,0.45,0.23,BenHur,7714.5,CL272,2.92902538,2.554207768,4,4,0.643,0.797,CmA
4464,7.47,77.54,664.69,4370.48,1062.46,0.4,2.84,5.06,3.39,32.33,21.33,3.1,1.88,0.38,7.46,75.11,570.88,4242.92,1025.82,20.53,8.31,5.09,2.74,31.24,20.68,2.84,1.5,42.7,28.47,16.15,0,1076.44,0.67,0.36,7.56,59.41,493.38,4414.14,1072.32,18.76,5.22,5.25,2.44,32.28,20.36,2.68,0.45,0.37,BenHur,7714.5,MERMENTAU,3.709383158,3.947264994,4,4,0.723,0.811,CmA
4466,7.95,90.71,634.46,4865.11,911.62,9.25,1.89,4.95,2.23,33.52,20.38,2.7,1.57,0.2,7.87,74.84,616.75,5110.54,911.55,26.53,8.55,5.03,2.28,34.78,20.25,2.62,1.1,42,38.18,7.1,0,645.86,0.47,0.35,7.98,82.5,568.57,4774.25,927.27,19.68,5.28,5.13,2.32,33.07,19.59,2.3,0.45,0.13,BenHur,7714.5,CL152,5.002645371,4.659357196,5,5,0.709,0.823,CmA
4467,7.84,70.76,709.35,4727.86,931.35,10.1,4.4,4.85,2.29,33.19,21.72,3.4,2.4,0.46,8.09,62.98,561.8,5034.26,873.4,24.05,8.7,5,2.18,33.93,20.68,2.84,1.4,42.1,30.07,0,430.57,0,0.48,0.64,7.89,32.58,441.24,5801.06,894.24,23.28,5.5,4.85,1.4,37.63,18.91,1.96,0.37,0.19,BenHur,7714.5,CL151,6.513262563,6.195218663,4,4,0.698,0.809,CmA
4468,7.85,57.36,644.24,4712.41,939.38,14.13,1.79,4.85,2.19,33.03,21.2,3.1,1.61,0.28,7.87,47.36,524.46,4896.58,913.02,25.38,8.68,4.83,2.18,33.48,20.17,2.58,1.4,21.9,15.64,12.06,0,861.15,0.61,0.4,7.9,47.33,514.3,5479.63,905.37,21,6.45,4.69,2.33,36.29,20.08,2.54,0.38,0.22,BenHur,7714.5,CL272,3.409056727,2.808333599,2,2,0.745,0.824,CmA
4469,8.01,42.03,722.72,6949.64,698.16,18.51,6.62,4.6,1.91,42.45,21.14,3.1,2.24,0.26,8.17,47.87,575.5,6775.87,687.31,20.72,9.7,4.68,2.02,41.12,20.68,2.84,2.3,30.4,13.22,9.9,215.29,430.57,0.65,0.23,8.03,25.23,457.97,6884.86,700.55,17.38,8.39,4.58,1.99,41.46,19.59,2.3,0.4,0.21,BenHur,7714.5,CL152,6.585966862,5.35336758,4,4,0.771,0.844,CmA
4470,7.46,107.01,582.84,4332.42,1000.51,37.23,11.33,6.73,2.88,31.58,16.5,3.75,1.6,0.94,7.84,114.38,545.36,4082.91,899.36,27.92,6.23,5.8,3.24,29.36,20.65,2.83,2.3,59.1,25.7,49.52,215.29,2152.87,0.38,0.36,7.59,126.28,630.73,4449.78,1016.85,4.81,4.7,5.31,3.38,32.29,21.06,3,1.64,0.37,BenHur,7714.5,CL151,5.499055916,5.072514272,3,3,0.779,0.872,CmA
4471,7.79,90.03,523.78,4461.93,1018.73,44.45,11.08,6.66,2.28,32.26,14.95,2.98,0.82,0.8,7.8,81.63,479.31,4026.8,904.86,23.19,6.59,5.49,2.92,28.94,20.65,2.83,1.4,41,29.29,9.04,0,645.86,0.23,0.38,7.53,77.73,646.68,4393,1043.73,8.81,3.63,5.15,2.41,32.28,21.2,3.1,2.07,0.36,BenHur,7714.5,MERMENTAU,5.236977704,4.450993049,4,4,0.744,0.803,CmA
4472,7.88,106.47,610.51,4940.52,940.07,50.32,13.2,7,2.39,34.25,14.52,2.76,1,0.71,8.05,83.06,482.58,4953.58,861.31,28.98,8.63,5.71,2.6,33.25,19.62,2.31,2.3,59.5,25.87,59.42,0,2583.45,0.24,0.42,7.78,81.84,512.63,4986.47,889.57,7.7,2.38,5.05,2.39,33.63,19.95,2.5,1.8,0.44,BenHur,7714.5,XL753,6.834065966,6.252300157,4,3,0.767,0.856,CmA
4473,7.96,95.09,531.25,4957.65,1011.68,45.5,10.69,7.36,2.39,34.71,14.93,2.96,0.76,0.77,8.14,67.67,480.44,4475.15,909.63,32.67,7.83,5.79,2.37,31.26,20.27,2.64,2.67,37.18,13.95,45.92,430.57,1722.3,0.36,0.4,7.93,68.35,600.35,4854.92,1004.87,3.1,3.83,5.24,2.58,34.13,20.19,2.6,1.78,0.44,BenHur,7714.5,CL153,7.151154723,6.831942812,4,5,0.778,0.839,CmA
4474,7.9,98.65,560.24,4824.24,1026.38,59.93,11.65,7.61,2.4,34.3,14.95,2.98,0.68,0.64,8.08,72.01,459.74,4411.89,877.47,26.14,7.14,5.5,2.32,30.6,20.19,2.6,1.9,39.26,20.66,16.36,215.29,861.15,0.25,0.38,7.93,73.23,663.59,4499.65,1018.74,8.67,1.79,5.2,3.5,32.65,20.52,2.8,1.45,0.34,BenHur,7714.5,CLXL745,8.14347798,7.728874767,4,4,0.761,0.825,CmA
4475,8,122.98,535.85,5039.74,886.77,59.71,11.36,7.31,2.35,34.16,14.52,2.76,0.66,0.64,8,107.58,512,4699.48,828.69,25.82,8.58,5.8,2.67,31.77,20.3,2.65,3.4,55.9,16.44,36.6,430.57,1076.44,0.29,0.57,8.02,95.26,537.26,4876.86,858.41,3.62,2.17,5.28,2.43,32.87,19.98,2.5,1.41,0.27,BenHur,7714.5,CL271,4.506560244,4.582733782,3,3,0.791,0.875,CmA
4477,7.9,106.63,603.48,5175.8,1014.29,45.53,12,9.6,2.45,36,15.06,3.03,0.84,0.69,8.12,88.03,520.45,4390.62,845.66,20.51,8.48,5.91,2.45,30.36,20.87,2.94,1.97,39.97,20.29,12.73,0,645.86,0.27,0.38,8.14,105.81,701.07,4559.84,953.57,1.7,1.61,5.67,2.78,32.48,20.27,2.6,0.82,0.66,BenHur,7714.5,LAH10,8.301637947,7.614684855,3,3,0.807,0.866,CmA
4479,7.3,84.18,694.04,4367.99,1051.66,37.36,11.53,7.46,2.54,32.47,15.14,3.07,1.25,1.01,7.78,75.22,506.98,4199.74,918.4,27.62,8.36,5.76,3.45,30.01,21.04,3.02,2.84,38.77,13.65,61.13,430.57,2152.87,0.36,0.38,7.38,69.49,676.83,4058.79,980.01,22.18,1.59,5.28,2.77,30.22,20.65,2.8,1.83,0.38,BenHur,7714.5,CL111,5.799658961,5.609784555,3,2,0.804,0.868,CmA
4480,7.84,88.49,560.75,4783.05,1031.3,43,12.04,6.93,2.43,34.06,15.61,3.3,2.47,1.28,7.98,103.1,514.89,4422.33,885.54,20.72,7.79,5.36,2.69,30.84,21.09,3.04,2.6,63.6,24.46,33.58,0,1291.72,0.26,0.36,7.84,72.22,645.96,4895.78,1004.6,8.27,4.95,5.11,2.25,34.47,20.74,2.9,1.76,0.34,BenHur,7714.5,JUPITER,5.506415273,5.561153238,6,6,0.806,0.883,CmA
4481,7.94,128.21,572.34,5131.68,955.4,42.42,12.85,7.01,2.39,35.2,15.12,3.06,0.91,0.61,8.19,70.78,488.98,4687.56,825.1,23.54,7.93,5.16,2.8,31.61,20.27,2.64,1.96,40.62,20.69,29.58,0,1507.01,0.4,0.46,7.91,92.79,731.3,4739.72,991.41,15.68,3.48,5.07,2.55,33.83,21.42,3.2,1.69,0.33,BenHur,7714.5,CL271,6.397660233,6.666682685,3,4,0.801,0.9,CmA
4482,7.78,87.2,479.04,4572.87,980.97,35.55,8.64,6.83,2.23,32.35,14.93,2.96,1.12,0.57,8.02,53.36,437,4016.08,846.88,26.2,5.85,5.07,2.1,28.31,20.38,2.69,3.24,39.75,12.27,90.64,0,2798.74,0.16,0.37,7.75,74.98,602.38,4481.63,1052.64,9.17,1.72,5.36,2.41,32.69,20.87,2.9,1.31,0.54,BenHur,7714.5,JUPITER,4.89675205,4.057296345,4,4,0.821,0.884,CmA
4483,7.71,76.68,544.53,4422.64,974.94,41.84,9.52,6.85,2.37,31.75,16.2,3.6,1.3,0.2,7.85,73.3,467.42,4006.12,877.7,23.85,7.29,5.4,2.59,28.58,21.42,3.21,3.09,38.31,12.39,39.94,861.15,1291.72,0.55,0.37,7.77,78.98,605.03,4501.64,1041.89,5.99,1.5,5.33,2.56,32.69,20.9,3,1.09,0.41,BenHur,7714.5,CL153,5.876839512,5.171151257,5,4,0.816,0.863,CmA
